Sample_ID;Temperature;pH;Salinity;Turbidity;Dissolved_Oxygen;Nitrate;Chlorophyll_a;nutrient_index;pH_deviation;Rainfall_last_7_days_mm;Distance_to_pollution_source_km;Water_depth_m;Current_velocity_m_s;Phosphate_concentration_mg_L;BOD_mg_L;Distance_to_coast_km;Seagrass_or_algae_cover;is_safe
WQ00179;23.42;7.41;30.9;36.26;3.38;18.19;57.64;1048.4716;0.41;16.503;36.516;38.57;0.699;0.1316;5.806;84.045;Low;0
WQ00180;16.63;7.57;35.99;8.98;11.25;3.51;29.11;102.1761;0.57;40.928;34.126;186.445;0.153;0.1554;6.415;83.79;Medium;1
WQ00181;31.97;7.14;35.9;14.46;11.43;3.92;11.12;43.5904;0.14;13.617;23.79;134.557;1.197;0.2956;5.787;77.113;Low;1
WQ00182;10.33;8.56;37.39;7.39;0.56;23.31;90.64;2112.8184;1.56;110.963;19.701;182.582;0.271;0.0132;8.913;3.86;Medium;0
WQ00183;24.01;8.5;33.17;26.51;3.04;24.16;92.85;2243.256;1.5;105.281;19.11;194.521;0.181;0.2073;1.102;14.882;Low;0
WQ00184;27.96;6.61;30.18;30.23;4.42;16.56;62.28;1031.3568;0.39;30.953;32.182;100.425;0.938;0.0975;1.14;31.539;High;0
WQ00185;17.64;7.22;39.24;17.81;1.82;19.35;98.33;1902.6855;0.22;79.198;24.992;48.395;0.604;0.4837;7.167;84.769;Medium;0
WQ00186;19.74;8.76;30.6;31.55;10.3;1.63;15.99;26.0637;1.76;98.067;42.532;40.358;0.099;0.2935;7.796;87.339;Medium;1
WQ00187;27.4;8.06;39.94;22.24;1.06;18.57;97.57;1811.8749;1.06;66.624;43.798;46.138;0.54;0.4347;4.619;4.252;Medium;0
WQ00188;27.43;7.01;35.81;15.8;9.41;4.04;29.84;120.5536;0.01;63.558;8.943;142.301;1.16;0.1019;3.847;32.54;Medium;1
WQ00189;13.19;7.51;32.88;49.35;10.21;1.95;25.06;48.867;0.51;29.022;7.244;10.008;0.927;0.406;3.14;85.053;Low;1
WQ00190;22.83;8.15;33.72;5.08;10.29;4.34;32.77;142.2218;1.15;11.172;31.705;12.169;0.551;0.2103;2.727;25.044;Medium;1
WQ00191;18.11;8.32;35.01;42.55;12.41;2.44;10;24.4;1.32;107.666;15.411;;0.296;0.093;9.164;97.603;High;1
WQ00192;31.91;8.24;32.77;28.48;2.87;19.69;86.47;1702.5943;1.24;108.05;1.419;129.127;0.951;0.3818;3.304;48.981;Low;0
WQ00193;23.37;-0.924605911;33.46;36.53;0;17.11;96.06;1643.5866;0.31;;44.488;133.722;1.332;0.3822;6.657;93.738;High;0
WQ00194;17.93;8.52;39.22;33.37;5.02;17.93;76.46;1370.9278;1.52;40.684;11.732;75.632;0.973;0.498;7.977;42.94;Low;0
WQ00195;29.88;8.3;31.6;8.8;0;23.1;71.62;1654.422;1.3;41.905;46.499;161.577;1.221;0.3916;0.709;32.448;Low;0
WQ00196;29.04;6.86;33.1;14.86;14.77;1.6;26.8;42.88;0.14;87.115;36.013;107.658;0.787;0.0769;0.822;36.305;Medium;1
WQ00197;23.14;8.44;33.85;45.78;10.99;2.42;20.51;49.6342;1.44;107.653;38.251;22.882;1.08;0.1647;3.665;88.442;High;1
WQ00198;75.65945011;8.46;34.33;38.05;8.41;4.2;30.98;130.116;1.46;106.45;10.472;159.826;1.345;0.2286;7.112;33.136;High;1
WQ00199;15.14;7.65;34.88;32.49;0.36;18.82;91.9;1729.558;0.65;93.585;12.093;190.707;1.162;0.0677;2.978;66.968;High;0
WQ00200;17.05;6.81;32.96;28.83;12.37;1.72;25.96;44.6512;0.19;77.044;26.303;13.887;1.366;0.3951;0.514;47.037;Low;1
WQ00201;11.02;7.66;35.27;2.43;13.1;2.28;25.57;58.2996;0.66;10.097;9.019;79.488;0.652;0.2657;3.237;94.173;Medium;1
WQ00202;17.42;8.49;31.63;40.72;1.07;;88.03;2090.7125;1.49;19.395;15.619;98.528;1.357;0.4725;1.356;16.02;Low;0
WQ00203;27.75;6.81;31.31;46.53;10.45;0.67;20.79;13.9293;0.19;107.827;16.412;31.001;0.936;0.2967;2.584;42.923;Medium;1
WQ00204;16.81;8.43;36.82;14.7;0;23.12;83.5;1930.52;1.43;72.771;8.402;173.806;1.306;0.2638;3.665;12.551;High;0
WQ00205;18.62;8.42;33.16;32.42;2.64;22.28;85.29;1900.2612;1.42;1.104;10.657;;0.069;0.0404;1.717;57.856;High;0
WQ00206;30.27;6.96;37.94;3.83;0.38;23.5;88.28;2074.58;0.04;12.177;39.533;157.036;0.99;0.0789;7.21;40.35;High;0
WQ00207;12.25;6.62;38.72;15.49;1.46;24.23;99.92;2421.0616;0.38;79.62;8.776;134.857;1.273;0.4255;2.931;6.188;High;0
WQ00208;27.99;7.98;38.47;37.74;2.94;24.28;82.68;2007.4704;0.98;0.607;1.909;120.413;0.27;0.4954;6.78;84.999;Low;0
WQ00209;14.9;6.76;33.81;9.59;9.51;6.09;31.41;191.2869;0.24;19.297;31.653;40.044;0.996;0.2105;6.191;37.614;Medium;1
WQ00210;70.83751111;7.72;36.24;34.84;3.38;25;95.94;2398.5;0.72;65.848;48.811;45.699;1.239;0.406;9.031;49.414;High;0
WQ00211;17.12;8;39.33;6.74;13.48;3.58;11.64;41.6712;1;83.027;16.895;11.375;0.439;0.3157;1.335;40.811;Medium;1
WQ00212;10.95;6.78;39.45;6.87;11.7;5.49;25.74;141.3126;0.22;78.235;6.373;49.661;0.614;0.4797;2.539;48.916;Medium;1
WQ00213;16.03;8.76;34.09;44.76;10.51;0;16.24;0;1.76;26.912;28.734;70.398;0.859;0.1229;8.719;1.731;Low;1
WQ00214;12;7.84;36.12;36.57;13.99;2.72;14.53;39.5216;0.84;85.462;45.365;166.963;0.784;0.2747;8.31;81.564;Low;1
WQ00215;14.21;7.69;39.08;40.32;10.46;3.6;18.95;68.22;0.69;;39.311;74.546;0.068;0.2074;2.325;33.298;Low;1
WQ00216;12.37;7.99;37.56;16.42;13.02;3.31;25.57;84.6367;0.99;39.048;31.315;;0.157;0.2731;1.523;72.474;Low;1
WQ00217;29.14;8.7;38.28;2.17;0.7;20.83;97.84;2038.0072;1.7;89.579;16.095;;0.16;0.1381;8.634;6.582;Medium;0
WQ00218;19.62;6.74;36.46;39.03;3.91;16.36;61.51;1006.3036;0.26;77.956;27.323;157.404;0.401;0.2514;2.192;52.43;High;0
WQ00219;24.48;6.83;31.65;22.67;1.54;19.52;81.5;1590.88;0.17;101.907;5.017;195.302;0.376;0.3143;8.776;90.888;High;0
WQ00220;20.96;8.23;38.17;49.56;3.33;20.87;82.92;1730.5404;1.23;78.914;34.108;49.489;1.116;0.0452;9.631;39.885;Medium;0
WQ00221;18.72;8.1;34.89;25.87;9.25;4.93;25.92;127.7856;1.1;68.197;36.392;172.744;0.863;0.3728;2.598;19.806;High;1
WQ00222;23.67;6.73;30.56;47.41;1.18;18.95;92.75;1757.6125;0.27;11.241;48.269;125.121;1.148;0.3547;8.484;9.998;Medium;0
WQ00223;26.13;7.33;31.86;16.93;14.07;2;17.55;35.1;0.33;44.126;13.39;163.824;0.114;0.4408;4.526;85.923;Medium;1
WQ00224;11.09;8.43;39.1;22.76;1.33;23.32;80.3;1872.596;1.43;31.824;1.414;131.014;0.733;0.2158;7.993;23.957;High;0
WQ00225;12.63;8.1;30.79;28.88;3.04;24.18;93.02;2249.2236;1.1;29.279;27.508;85.942;0.492;0.0355;4.37;97.51;Low;0
WQ00226;17.89;7.08;35.77;24.11;3.58;15.17;64.4;976.948;0.08;116.761;35.486;47.159;1.276;0.2334;1.169;24.857;Low;0
WQ00227;;8.71;35.06;25.55;0;20.2;85.34;1723.868;1.71;47.172;39.625;15.867;1.065;0.0731;7.271;48.151;High;0
WQ00228;12.32;7.79;30.06;35.78;6.47;8.11;41.02;332.6722;0.79;;10.09;108.033;1.305;0.3255;1.932;45.854;Low;1
WQ00229;23.28;8.49;35.93;48.71;2.31;20.18;92.68;1870.2824;1.49;75.737;13.457;198.085;0.079;0.0283;9.307;6.295;High;0
WQ00230;22.91;6.53;39.65;33.48;3.7;16.19;66.36;1074.3684;0.47;95.377;25.873;148.132;1.084;0.1901;4.469;53.231;High;0
WQ00231;11.63;7.04;30.58;31.12;13.65;1.86;15.82;29.4252;0.04;60.316;16.865;66.814;0.815;0.046;1.279;67.297;High;1
WQ00232;;7.63;37.96;24.36;13.94;4.25;10.64;45.22;0.63;69.228;43.095;165.787;1.239;0.0067;2.671;74.239;Low;1
WQ00233;31.39;7.81;35.25;2.89;6.59;7.77;30.66;238.2282;0.81;59.102;23.951;154.259;0.766;0.4805;8.694;52.307;Medium;0
WQ00234;20.84;7.61;38.38;18.39;10.6;5.88;23.83;140.1204;0.61;23.429;40.079;;0.815;0.4981;3.55;81.277;Medium;1
WQ00235;31.06;7.54;39.2;22.89;1.52;-24.95;87.54;2184.123;0.54;86.694;29.241;4.833;0.087;0.28;8.635;75.235;Low;0
WQ00236;25.45;8.02;39.89;13.62;13.71;0.7;10;7;1.02;33.693;38.768;25.396;1.006;0.1233;2.137;19.478;Low;1
WQ00237;10.4;7.03;38.73;39.15;1.81;23.42;76.51;1791.8642;0.03;2.918;16.967;175.707;0.417;0.456;4.948;40.22;Medium;0
WQ00238;17.06;8.78;37.35;21.56;1.61;19.7;100;1970;1.78;77.457;41.655;167.639;0.039;0.4619;8.843;14.344;Medium;0
WQ00239;17.34;6.63;32.26;23.68;3.22;19.7;99.74;1964.878;0.37;21.253;14.091;60.451;0.109;0.428;0.96;13.429;Medium;0
WQ00240;13.6;6.99;35.74;25.67;9.62;4.72;29.01;136.9272;0.01;112.855;27.532;58.469;1.436;0.2745;3.391;71.242;Medium;1
WQ00241;11.23;7.04;36.33;13.36;10.45;1;21.44;21.44;0.04;114.471;11.093;158.987;0.526;0.042;9.144;53.093;High;1
WQ00242;10.21;8.45;34.49;23.81;0.74;21.77;95.56;2080.3412;1.45;109.784;24.039;187.672;1.303;0.0488;6.167;60.135;High;0
WQ00243;30.15;7.19;39.5;8.01;9.1;4.64;28.99;134.5136;0.19;44.419;16.25;156.269;1.44;0.4488;7.304;73.245;Medium;1
WQ00244;17.65;6.96;39.48;47.86;1.58;19.84;91.25;1810.4;0.04;1.855;13.702;121.905;1.415;0.4385;8.5;27.796;High;0
WQ00245;27.36;7.96;30.33;48.45;10.67;;23.54;2.354;0.96;111.398;48.366;50.049;1.324;0.22;5.474;40.196;Medium;1
WQ00246;10.88;6.79;37.82;46.18;2.38;22.56;85.51;1929.1056;0.21;51.382;8.424;106.098;1.343;0.1674;8.531;60.72;Low;0
WQ00247;14.63;6.6;32.65;41.96;3.53;14.85;65.14;967.329;0.4;115.999;39.473;48.235;0.441;0.3238;6.568;9.753;High;0
WQ00248;12.71;0.195808836;34.97;22.96;0.83;23.32;75.74;1766.2568;1.48;115.634;49.216;161.986;0.236;0.4045;7.014;83.322;High;0
WQ00249;29.92;7.63;33.3;5.79;11.19;2.3;26.32;60.536;0.63;102.361;1.485;78.618;0.963;0.3672;1.952;34.411;Low;1
WQ00250;12.75;7.43;30.4;13.99;12.11;;11.07;22.8042;0.43;;35.102;167.072;0.737;0.3097;9.421;65.909;Medium;1
WQ00251;13.55;7.22;32.85;2.91;10.05;5.59;26.71;149.3089;0.22;46.212;13.019;77.559;0.157;0.1196;8.063;99.557;High;1
WQ00252;17.77;6.64;36.82;14.28;10.42;2.37;17.96;42.5652;0.36;102.136;2.504;;1.02;0.1349;2.915;47.589;High;1
WQ00253;26.56;6.62;37.01;3.69;1.79;;78.81;1827.6039;0.38;38.031;20.443;67.997;0.849;0.3634;6.01;21.583;High;0
WQ00254;21.77;8;32.81;10.19;9.32;3.78;21.67;81.9126;1;20.339;46.793;89.146;1.296;0.4023;4.076;21.722;Medium;1
WQ00255;10.55;7.04;32.08;46.93;10.74;2.5;16.33;40.825;0.04;66.816;1.082;123.867;0.918;0.0625;6.774;6.132;High;1
WQ00256;29.59;6.74;37.57;28.93;0.89;23.96;97.16;2327.9536;0.26;112.339;29.6;15.917;0.865;0.0977;9.941;76.732;Low;0
WQ00257;23.56;8.09;36.58;16.14;15.15;;14.53;67.8551;1.09;83.524;25.319;189.745;0.667;0.3418;0.935;29.414;High;1
WQ00258;19.42;0.167646092;36.53;39.25;11.94;0;17.48;0;1.72;68.407;43.733;115.574;0.7;0.1975;9.549;17.355;Low;1
WQ00259;29.64;7.83;31.03;15.89;11.04;2.41;16.98;40.9218;0.83;11.661;4.658;102.548;1.432;0.2838;1.188;71.398;Low;1
WQ00260;20.09;6.96;38.11;8.28;8.78;3.03;33.01;100.0203;0.04;73.801;34.236;168.2;0.216;0.3093;4.877;30.983;Medium;1
WQ00261;30.56;7.05;32.74;46.08;10.1;3.99;20.45;81.5955;0.05;118.806;34.165;173.421;0.675;0.3892;5.08;60.087;Medium;1
WQ00262;20.84;1.726098789;39.78;8.35;12.32;0.62;21.87;13.5594;0.13;16.81;33.619;105.408;0.987;0.4038;3.053;41.841;High;1
WQ00263;11.25;7.85;37.56;20.96;12.57;0.3;10;3;0.85;62.2;47.146;;0.655;0.1436;5.884;33.482;Low;1
WQ00264;19.69;7.31;35.4;47.94;3.42;21.33;92.41;1971.1053;0.31;105.285;41.243;14.818;0.432;0.2729;8.423;48.994;Low;0
WQ00265;24.5;8.56;34.42;21.64;2.49;14.75;68.9;1016.275;1.56;88.892;2.578;24.419;0.438;0.0661;3.293;31.448;Medium;0
WQ00266;10.37;7.5;33.67;10.06;1.42;21.56;94.4;2035.264;0.5;83.642;23.819;120.164;0.358;0.4218;1.169;87.069;High;0
WQ00267;28.86;8.55;38.32;2.65;14.73;1.69;11.25;19.0125;1.55;84.298;20.199;72.105;0.522;0.4235;6.507;7.397;High;1
WQ00268;25.03;8.21;36.9;4.45;3.62;20.89;77.24;1613.5436;1.21;43.139;15.852;;1.309;0.1533;7.642;3.112;Low;0
WQ00269;10.8;8.47;32.31;42.51;8.74;6.65;32.61;216.8565;1.47;35.231;22.841;66.96;0.763;0.0845;9.568;40.699;High;1
WQ00270;;7.31;37.19;18.68;14.42;1.63;14;22.82;0.31;97.123;19.518;82.136;0.368;0.0397;2.015;17.367;High;1
WQ00271;23.08;7.87;31.64;6.61;15.2;0.79;19.83;15.6657;0.87;97.214;21.901;164.884;0.583;0.2896;9.063;74.398;Low;1
WQ00272;22.05;8.63;35.36;25.99;9.98;0.14;13.3;1.862;1.63;104.049;48.973;;0.168;0.0503;5.08;35.408;Medium;1
WQ00273;29;8.26;36.72;7.74;13.98;2.2;26.84;59.048;1.26;109.589;4.887;199.474;1.357;0.3419;2.74;26.218;High;1
WQ00274;21.39;8.68;37.21;47.44;0.14;18.95;82.57;1564.7015;1.68;61.361;46.15;157.802;0.618;0.3407;9.646;36.002;Medium;0
WQ00275;12.08;7.54;35.97;20.67;12.5;2.81;10;28.1;0.54;60.182;24.272;56.186;1.471;0.3089;2.765;22.026;High;1
WQ00276;16.11;7.04;39.12;15.11;14.14;3.09;10;30.9;0.04;95.795;31.375;54.34;0.528;0.4389;7.468;30.035;Medium;1
WQ00277;31.47;6.79;30.17;38.62;14.1;1.72;10;17.2;0.21;77.996;41.594;68.508;1.256;0.1922;7.956;56.842;High;1
WQ00278;25.51;6.82;38.83;4.55;0.74;23.86;94.7;2259.542;0.18;84.236;18.343;168.965;0.392;0.4516;4.59;86.417;High;0
WQ00279;25.59;6.8;36.67;44.51;10.61;5.06;29.07;147.0942;0.2;95.495;21.806;7.403;0.123;0.0233;7.055;37.15;High;1
WQ00280;31.47;8.4;39.99;29.62;10.59;0.74;20.79;15.3846;1.4;106.801;20.771;47.576;0.057;0.0608;5.939;32.135;High;1
WQ00281;17.11;6.7;39.55;2.13;0.28;21.66;80.56;1744.9296;0.3;40.559;19.049;181.174;0.913;0.209;2.324;78.201;High;0
WQ00282;23.92;6.93;35.57;29.17;2.61;20.4;93.53;1908.012;0.07;45.07;46.314;128.699;0.474;0.299;7.719;2.34;Low;0
WQ00283;15.97;6.851238209;37.91;22.44;0.89;22.84;79.49;1815.5516;0.92;11.278;41.532;46.916;0.671;0.021;9.316;30.277;High;0
WQ00284;22.18;6.9;39.51;31.5;0.03;24.04;87.66;2107.3464;0.1;69.394;5.895;45.391;1.23;0.2859;5.142;45.272;Low;0
WQ00285;31.3;6.63;35.92;34.22;13.07;5.78;31.01;179.2378;0.37;4.313;5.852;172.798;0.38;0.1572;9.946;60.106;High;1
WQ00286;29.15;7.47;36.55;25.45;13.93;2.68;12.85;34.438;0.47;55.872;21.68;178.964;0.47;0.4441;4.566;15.691;Medium;1
WQ00287;10.55;7.81;38.84;1.36;9.84;7;25.17;176.19;0.81;65.117;5.384;52.714;1.27;0.269;5.057;43.342;Medium;1
WQ00288;16.09;8.74;34.51;9.7;0.16;19.75;88.52;1748.27;1.74;34.385;31.145;85.261;0.744;0.296;6.902;56.673;Medium;0
WQ00289;20.25;7.05;34.7;23.05;13.15;2.46;12.52;30.7992;0.05;70.9;7.613;167.25;1.243;0.4731;2.265;51.074;Low;1
WQ00290;12.29;7.08;33.21;15.49;8.74;6.86;26.85;184.191;0.08;3.66;26.357;154.659;0.568;0.3833;9.068;57.498;Low;1
WQ00291;24.11;8.53;36.17;48.86;11.42;3.24;34.35;111.294;1.53;4.482;0.857;163.155;0.604;0.2219;8.112;66.274;Medium;1
WQ00292;24.27;7.28;35.65;23.72;11.3;;21.36;45.4968;0.28;98.712;16.172;104.643;0.259;0.2411;8.788;37.999;Low;1
WQ00293;20.36;6.51;37.54;45.5;4.59;16.03;74.01;1186.3803;0.49;43.223;34.021;182.487;1.375;0.3257;6.291;6.457;Medium;0
WQ00294;17.38;8.77;35.22;7.46;11.16;0.02;10;0.2;1.77;15.247;24.46;66.538;1.346;0.1041;8.896;5.65;High;1
WQ00295;17.69;7.49;31.78;41.1;2.3;22.28;97.42;2170.5176;0.49;62.669;48.924;33.021;1.476;0.0489;6.96;85.886;High;0
WQ00296;22.94;8.64;32.54;48.79;3.74;13.14;61.81;812.1834;1.64;;43.768;142.329;0.61;0.1591;5.36;67.774;High;0
WQ00297;24.18;7.11;30.97;27.39;1.44;24.86;91.81;2282.3966;0.11;25.899;18.274;108.792;1.23;0.3903;9.352;76.442;High;0
WQ00298;11.34;8.45;33.76;24.93;0.9;22.24;74.38;1654.2112;1.45;74.747;2.752;171.208;0.628;0.1324;4.677;92.888;Low;0
WQ00299;27.09;6.8;34.44;16.3;0.07;23.55;98.89;2328.8595;0.2;10.242;42.359;18.07;0.687;0.0697;5.255;75.079;Medium;0
WQ00300;22.67;8.03;31.28;35.81;3.5;13.64;69.7;950.708;1.03;;45.606;169.051;1.247;0.1134;2.111;69.261;Low;0
WQ00301;10.81;8.26;30.2;26.11;9.88;5.94;31.86;189.2484;1.26;63.763;41.121;60.072;0.274;0.3411;9.503;65.61;Medium;1
WQ00302;29.64;7.02;35.53;32.39;11.33;5.25;20.23;106.2075;0.02;64.876;6.834;131.661;0.338;0.3089;2.6;25.931;High;1
WQ00303;24;8.23;34.94;26.87;7.89;10.66;50.48;538.1168;1.23;76.492;49.897;9.946;0.479;0.3457;2.413;95.734;Medium;0
WQ00304;28.8;7.83;32.59;42.51;14.59;1.2;16.51;19.812;0.83;87.131;13.3;122.697;1.184;0.1644;1.461;54.25;Low;1
WQ00305;22.44;7.81;36.09;7.84;3.93;17.81;70.81;1261.1261;0.81;117.102;36.348;144.02;0.565;0.4509;4.807;22.285;Medium;0
WQ00306;12.19;7.62;37.36;44.57;1.53;21.59;87.91;1897.9769;0.62;61.956;45.448;75.013;0.544;0.2286;3.099;21.062;High;0
WQ00307;20.48;8.07;38.77;39.66;10.54;0.2;27.29;5.458;1.07;38.755;12.167;44.651;1.498;0.2593;7.537;81.545;Low;1
WQ00308;29;6.95;35.94;30.33;11.28;5.34;33.53;179.0502;0.05;95.422;45.459;108.451;0.582;0.4747;3.421;25.096;Low;1
WQ00309;16.96;8.28;30.52;1.13;14.93;2.25;14.92;33.57;1.28;32.5;15.819;166.972;0.379;0.4897;7.347;4.238;Medium;1
WQ00310;29.42;8.06;33.42;26.23;2.27;23.23;79.34;1843.0682;1.06;52.677;48.832;66.062;0.939;0.3325;2.362;42.898;High;0
WQ00311;18.69;7.02;34.42;29.79;0.93;22.63;77.14;1745.6782;0.02;9.415;14.422;51.989;1.205;0.4727;2.685;81.753;Medium;0
WQ00312;24.89;8.22;32.7;49.91;1.25;20.2;88.2;1781.64;1.22;3.042;47.695;57.229;0.114;0.273;8.159;41.503;Low;0
WQ00313;29.14;8.05;30.44;48.42;12.63;3.7;17.75;65.675;1.05;115.518;3.15;189.928;0.932;0.1571;4.025;80.374;Medium;1
WQ00314;29.15;8.29;31.45;30.28;13.02;1.67;18.29;30.5443;1.29;100.318;35.609;73.137;0.063;0.161;1.562;82.738;Medium;1
WQ00315;12.38;7.34;39.76;27.61;2.79;23.37;99.11;2316.2007;0.34;83.517;26.84;2.714;0.794;0.2817;9.633;85.785;High;0
WQ00316;23.91;7.06;36.74;41.26;0.81;24;73.05;1753.2;0.06;49.074;24.155;156.773;0.393;0.3045;2.185;58.931;Medium;0
WQ00317;17.72;6.98;39.13;36.85;8.9;5.29;30.53;161.5037;0.02;20.795;11.563;140.456;0.467;0.2226;1.927;69.977;High;1
WQ00318;20.89;6.58;39.09;13.31;14.42;0.18;18.59;3.3462;0.42;18.772;35.427;27.457;0.706;0.4425;3.905;26.26;Medium;1
WQ00319;17.5;8.35;34.91;23.18;10.05;0.7;10;7;1.35;30.029;9.945;197.011;1.391;0.2162;1.409;10.06;High;1
WQ00320;26.93;8.13;30.4;27.56;10.31;4.5;21.65;97.425;1.13;65.907;27.866;122.396;1.069;0.1403;1.978;53.325;Low;1
WQ00321;22.12;6.74;39.91;12.58;11.89;-1.84;27.76;51.0784;0.26;85.752;13.036;101.154;1.406;0.009;8.541;1.157;High;1
WQ00322;22.41;8.5;32.55;33.09;2.09;18.87;81.96;1546.5852;1.5;79.224;47.803;77.679;0.993;0.4854;2.129;46.627;High;0
WQ00323;14.37;7.63;38.89;21.94;0.66;;90.55;1961.313;0.63;33.592;1.917;179.937;0.021;0.413;1.559;10.299;Medium;0
WQ00324;24.43;8.11;35.49;25.4;1.64;22.72;82.38;1871.6736;1.11;114.584;10.387;50.305;0.406;0.3097;8.86;10.931;Medium;0
WQ00325;21.5;7.49;39.07;44.51;0.15;22.76;100;2276;0.49;88.548;12.494;58.582;1.36;0.4161;4.716;87.091;Low;0
WQ00326;28.95;7.28;31.07;15.06;2.25;22.61;78.34;1771.2674;0.28;66.522;20.996;26.237;0.969;0.4061;1.993;64.088;High;0
WQ00327;25.23;6.91;38.87;18.02;2.53;18.58;91.31;1696.5398;0.09;73.406;12.02;152.306;1.473;0.4663;6.024;64.559;Low;0
WQ00328;15.5;7.9;35.85;18.8;10.62;4.05;21.38;86.589;0.9;50.352;24.822;119.919;0.242;0.1961;0.894;40.507;Medium;1
WQ00329;13.36;8.03;32.66;18.15;11.77;3.34;15.87;53.0058;1.03;29.728;43.687;122.595;0.452;0.2797;4.56;41.384;High;1
WQ00330;17.88;6.55;30.97;14.88;13.14;0.12;16.7;2.004;0.45;;35.747;45.257;0.55;0.0538;6.108;30.38;Low;1
WQ00331;25.72;8.62;34.52;38.33;1.78;24.16;74.75;1805.96;1.62;;29.208;130.931;0.497;0.4828;9.593;43.492;Medium;0
WQ00332;20.05;6.56;32.71;1.73;3.96;13.89;55.03;764.3667;0.44;1.727;4.906;153.561;0.385;0.4926;3.601;58.754;Medium;0
WQ00333;29.35;8.15;31.94;34.47;1.08;23.67;76.88;1819.7496;1.15;13.929;34.853;72.862;0.671;0.3956;7.768;18.74;Low;0
WQ00334;31.13;6.99;39.97;35.03;13.72;3.13;25.54;79.9402;0.01;5.52;8.738;160.667;0.967;0.2298;1.761;26.242;High;1
WQ00335;11.53;8.52;38.75;28.42;1.29;22.06;90.17;1989.1502;1.52;4.887;39.425;71.061;0.474;0.2508;4.619;49.526;Low;0
WQ00336;10.17207087;8.5;32.28;41.17;1.85;21.63;80.83;1748.3529;1.5;102.655;12.878;152.111;0.129;0.2205;2.62;38.54;Medium;0
WQ00337;17.7;7.99;31.16;5.09;12.99;1.96;11.99;23.5004;0.99;84.439;21.144;8.679;1.066;0.1502;5.178;81.967;High;1
WQ00338;21.99;7.01;34.44;24.47;14.34;3.92;11.7;45.864;0.01;56.901;17.848;111.131;0.694;0.2663;4.464;82.187;High;1
WQ00339;18.27;6.84;32.69;4.5;3.91;13.38;67.09;897.6642;0.16;11.74;43.011;193.966;0.839;0.0315;9.808;33.666;Low;0
WQ00340;30.48;6.51;37.48;45.2;10.74;0.98;11.8;11.564;0.49;58.994;6.764;196.286;0.689;0.496;9.216;45.134;Medium;1
WQ00341;15.16;8.35;34.37;49.99;1.89;19.98;76.91;1536.6618;1.35;56.817;28.499;57.787;1.337;0.2149;6.031;97.661;Low;0
WQ00342;18.32;8.79;31.74;40.24;1.4;24.08;91.23;2196.8184;1.79;20.784;7.532;89.397;0.843;0.464;2.177;82.765;Low;0
WQ00343;20.92;8.44;32.12;0.59;0;24.07;80.88;1946.7816;1.44;52.062;35.387;14.47;1.386;0.3635;5.791;21.644;Medium;0
WQ00344;21.04;7.55;37.53;7.06;7.62;10.52;35.32;371.5664;0.55;47.821;45.301;174.922;0.771;0.1485;8.025;28.095;High;1
WQ00345;;8.06;38.37;47.18;0.77;23.54;87;2047.98;1.06;73.902;22.013;114.577;0.446;0.1149;0.861;8.44;High;0
WQ00346;16.43;6.69;30.11;21.66;9.18;7.34;25.84;189.6656;0.31;76.211;24.661;78.25;0.54;0.4979;4.623;67.815;Low;1
WQ00347;28.18;7.27;32.72;27.68;10.95;6.77;23.14;156.6578;0.27;;46.407;24.329;0.788;0.3872;0.905;31.758;High;1
WQ00348;22.39;7.91;37.76;40.38;11.54;2.35;10;23.5;0.91;44.954;26.289;189.46;0.8;0.1286;2.818;53.706;Medium;1
WQ00349;16.72;8.06;38.89;33.89;14.21;1.44;10;14.4;1.06;75.103;24.636;106.983;1.034;0.0384;1.375;76.837;High;1
WQ00350;13.81;7.72;32.67;44.07;0.74;19.81;79.4;1572.914;0.72;60.376;29.127;58.02;0.344;0.35;9.625;83.62;Medium;0
WQ00351;25.68;5.758438325;32.72;7.77;11.08;2.11;10;21.1;1.29;;34.617;71.343;0.992;0.155;2.104;32.604;High;1
WQ00352;10.12;6.92981672;30.04;29.88;0;25;88.71;2217.75;0.68;79.043;5.791;55.598;1.17;0.1146;1.926;23.801;Low;0
WQ00353;17.87;7.87;35.76;8.49;13.6;2.76;15.3;42.228;0.87;19.552;41.145;;1.018;0.3688;9.735;84.869;Medium;1
WQ00354;25.16;10.66384901;36.22;28;8.04;10.99;51.36;564.4464;1.02;8.468;22.057;186.133;0.728;0.3412;5.402;38.189;Medium;0
WQ00355;19.43;8.51;39.58;9.06;6.41;-8.48;41.86;354.9728;1.51;77.09;4.081;171.625;1.488;0.2433;7.701;82.218;Medium;1
WQ00356;11.86;6.62;39.61;10.4;4.57;12.7;70.18;891.286;0.38;3.181;39.416;93.155;0.613;0.4716;3.609;15.061;High;0
WQ00357;6.955323368;8.3;31.73;39.52;14.33;0.14;18.04;2.5256;1.3;70.293;19.159;165.647;0.169;0.3414;5.562;91.2;Low;1
WQ00358;30.31;6.89;37.51;4.64;11.93;2.29;17.16;39.2964;0.11;112.828;5.468;85.775;1.234;0.4472;0.565;48.364;High;1
WQ00359;23.73;8.61;34.19;33.4;1.4;24.75;91.67;2268.8325;1.61;69.057;31.872;51.957;0.326;0.0993;4.384;17.096;Low;0
